# In-corpus citations over papers/ (task-012). Authoritative file;
# the in-corpus column of citations-2201.02177.txt mirrors it.
# Edge rule D1-A: arXiv id anywhere in the citing paper's stored original/
#   Markdown, OR normalized title (60-char prefix for long titles) inside
#   the bibliography region; manual adjudications live in
#   .claude/skills/import-paper-card/scripts/count_incorpus.py (the
#   generator; rerun it with --write to refresh both files).
# Residual error: citations by venue name only (no arXiv id, no verbatim
#   title) are undetectable and missing here.
# Columns: arxiv-id<TAB>in-corpus-citations<TAB>citing-corpus-ids<TAB>counted-at
2506.05718	11	2510.04930 2601.19791 2602.08302 2602.19533 2603.01968 2603.24746 2603.29262 2605.04396 2605.15787 2606.13753 2606.18465	2026-08-25
2506.12284	2	2510.04930 2603.01968	2026-08-25
2506.13688	0	-	2026-08-25
2506.21551	5	2508.04401 2601.08316 2603.01968 2604.13123 2606.00230	2026-08-25
2506.23286	2	2505.20172 2601.19791	2026-08-25
2506.23679	1	2601.09049	2026-08-25
2507.20057	4	2510.04930 2601.09049 2605.20441 2606.13753	2026-08-25
2507.23346	0	-	2026-08-25
2508.04401	0	-	2026-08-25
2508.15841	0	-	2026-08-25
2509.06931	1	2509.21519	2026-08-25
2509.10562	1	2606.18465	2026-08-25
2509.17738	2	2509.20829 2605.06152	2026-08-25
2509.20829	1	2605.06152	2026-08-25
2509.21016	0	-	2026-08-25
2509.21519	10	2501.02436 2601.22450 2603.01192 2604.25143 2605.06152 2605.08119 2605.15787 2605.18022 2605.20441 2606.17120	2026-08-25
2510.00468	0	-	2026-08-25
2510.04930	1	2601.22450	2026-08-25
2510.25791	0	-	2026-08-25
2510.25966	2	2502.01739 2606.18465	2026-08-25
2511.01938	6	2603.05228 2603.15492 2605.08237 2605.15787 2605.20441 2606.18465	2026-08-25
2511.04760	1	2606.13753	2026-08-25
2511.12768	0	-	2026-08-25
2512.00686	1	2607.08350	2026-08-25
2512.03437	0	-	2026-08-25
2512.04165	0	-	2026-08-25
2512.13568	1	2605.16325	2026-08-25
2601.03162	0	-	2026-08-25
2601.08316	0	-	2026-08-25
2601.09049	0	-	2026-08-25
2601.19791	1	2605.20441	2026-08-25
2601.22450	0	-	2026-08-25
2601.22637	0	-	2026-08-25
2602.02859	2	2605.20441 2607.06639	2026-08-25
2602.06702	2	2603.05228 2605.20441	2026-08-25
2602.08302	0	-	2026-08-25
2602.12039	1	2606.18465	2026-08-25
2602.16746	8	2602.16967 2602.18523 2602.18649 2604.06256 2604.07380 2605.08119 2605.20441 2606.04405	2026-08-25
2602.16967	5	2602.18523 2602.18649 2604.07380 2605.20441 2607.06639	2026-08-25
2602.18523	6	2602.18649 2604.06256 2604.07380 2604.25143 2605.20441 2607.06639	2026-08-25
2602.18649	1	2604.07380	2026-08-25
2602.19533	0	-	2026-08-25
2602.22600	0	-	2026-08-25
2603.01192	3	2607.06628 2607.08350 2607.13749	2026-08-25
2603.01968	0	-	2026-08-25
2603.05228	5	2603.13331 2605.06352 2605.20441 2606.13753 2606.32000	2026-08-25
2603.07323	2	2604.13123 2605.16325	2026-08-25
2603.11161	0	-	2026-08-25
